CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;TP_VERSAO_DIGITAL
152;MT;96087;E;5;0;;3.11986;1.64147;0.0671;AZUL;667;;0;
145;MT;96087;E;5;0;;3.11986;1.64147;0.0671;ROSA;669;;0;
61;CH;96190;D;1;0;;2.78486;0.55811;0.19808;BRANCA;569;;0;
70;CH;96190;D;1;0;;2.78486;0.55811;0.19808;LARANJA;574;;1;
70;CH;96190;D;1;0;;2.78486;0.55811;0.19808;ROSA;570;;0;
62;CH;96190;D;1;0;;2.78486;0.55811;0.19808;AMARELA;568;;0;
70;CH;96190;D;1;0;;2.78486;0.55811;0.19808;LARANJA - BRAILE;573;;1;
89;CH;96190;D;1;0;;2.78486;0.55811;0.19808;AZUL;567;;0;
70;CH;96190;D;1;0;;2.78486;0.55811;0.19808;VERDE;575;;1;
111;CN;96230;E;4;0;;2.52515;1.11884;0.3083;LARANJA;684;;1;
111;CN;96230;E;4;0;;2.52515;1.11884;0.3083;LARANJA - BRAILE;683;;1;
121;CN;96230;E;4;0;;2.52515;1.11884;0.3083;CINZA;679;;0;
99;CN;96230;E;4;0;;2.52515;1.11884;0.3083;AMARELA;678;;0;
106;CN;96230;E;4;0;;2.52515;1.11884;0.3083;AZUL;677;;0;
111;CN;96230;E;4;0;;2.52515;1.11884;0.3083;ROSA;680;;0;
111;CN;96230;E;4;0;;2.52515;1.11884;0.3083;LARANJA;644;;1;
111;CN;96230;E;4;0;;2.52515;1.11884;0.3083;LARANJA - BRAILE;643;;1;
121;CN;96230;E;4;0;;2.52515;1.11884;0.3083;CINZA;639;;0;
99;CN;96230;E;4;0;;2.52515;1.11884;0.3083;AMARELA;638;;0;
106;CN;96230;E;4;0;;2.52515;1.11884;0.3083;AZUL;637;;0;
111;CN;96230;E;4;0;;2.52515;1.11884;0.3083;ROSA;640;;0;
112;CN;96293;E;11;0;;1.48594;1.02646;0.06585;ROSA;701;;0;
106;CN;96293;E;11;0;;1.48594;1.02646;0.06585;CINZA;702;;0;
130;CN;96293;E;11;0;;1.48594;1.02646;0.06585;AZUL;699;;0;
107;CN;96293;E;11;0;;1.48594;1.02646;0.06585;AMARELA;700;;0;
85;CH;96329;B;27;0;;3.02874;0.77637;0.15743;LARANJA;654;;1;
85;CH;96329;B;27;0;;3.02874;0.77637;0.15743;LARANJA - BRAILE;653;;1;
88;CH;96329;B;27;0;;3.02874;0.77637;0.15743;BRANCA;649;;0;
63;CH;96329;B;27;0;;3.02874;0.77637;0.15743;AMARELA;648;;0;
66;CH;96329;B;27;0;;3.02874;0.77637;0.15743;AZUL;647;;0;
85;CH;96329;B;27;0;;3.02874;0.77637;0.15743;ROSA;650;;0;
63;CH;96329;B;27;0;;3.02874;0.77637;0.15743;AMARELA;608;;0;
85;CH;96329;B;27;0;;3.02874;0.77637;0.15743;LARANJA;614;;1;
85;CH;96329;B;27;0;;3.02874;0.77637;0.15743;LARANJA - BRAILE;613;;1;
88;CH;96329;B;27;0;;3.02874;0.77637;0.15743;BRANCA;609;;0;
66;CH;96329;B;27;0;;3.02874;0.77637;0.15743;AZUL;607;;0;
85;CH;96329;B;27;0;;3.02874;0.77637;0.15743;ROSA;610;;0;
151;MT;96365;C;10;0;;3.42172;2.04343;0.24065;ROSA;697;;0;
171;MT;96365;C;10;0;;3.42172;2.04343;0.24065;CINZA;698;;0;
158;MT;96365;C;10;0;;3.42172;2.04343;0.24065;AZUL;695;;0;
166;MT;96365;C;10;0;;3.42172;2.04343;0.24065;AMARELA;696;;0;
162;MT;96385;A;26;0;;1.81357;1.48462;0.08786;ROSA;697;;0;
157;MT;96385;A;26;0;;1.81357;1.48462;0.08786;CINZA;698;;0;
175;MT;96385;A;26;0;;1.81357;1.48462;0.08786;AZUL;695;;0;
176;MT;96385;A;26;0;;1.81357;1.48462;0.08786;AMARELA;696;;0;
87;CH;96416;B;18;0;;3.2082;0.57021;0.15657;ROSA;690;;0;
80;CH;96416;B;18;0;;3.2082;0.57021;0.15657;BRANCA;689;;0;
85;CH;96416;B;18;0;;3.2082;0.57021;0.15657;AZUL;687;;0;
68;CH;96416;B;18;0;;3.2082;0.57021;0.15657;AMARELA;688;;0;
41;LC;96433;B;16;0;;1.93001;1.02406;0.14189;VERDE;585;;1;
41;LC;96433;B;16;0;;1.93001;1.02406;0.14189;LARANJA;584;;1;
19;LC;96433;B;16;0;;1.93001;1.02406;0.14189;AMARELA;578;;0;
41;LC;96433;B;16;0;;1.93001;1.02406;0.14189;LARANJA - BRAILE;583;;1;
9;LC;96433;B;16;0;;1.93001;1.02406;0.14189;BRANCA;580;;0;
11;LC;96433;B;16;0;;1.93001;1.02406;0.14189;AZUL;577;;0;
41;LC;96433;B;16;0;;1.93001;1.02406;0.14189;ROSA;579;;0;
72;CH;96450;B;6;0;;2.30456;1.45544;0.16253;LARANJA;654;;1;
72;CH;96450;B;6;0;;2.30456;1.45544;0.16253;LARANJA - BRAILE;653;;1;
75;CH;96450;B;6;0;;2.30456;1.45544;0.16253;BRANCA;649;;0;
84;CH;96450;B;6;0;;2.30456;1.45544;0.16253;AMARELA;648;;0;
59;CH;96450;B;6;0;;2.30456;1.45544;0.16253;AZUL;647;;0;
72;CH;96450;B;6;0;;2.30456;1.45544;0.16253;ROSA;650;;0;
72;CH;96450;B;6;0;;2.30456;1.45544;0.16253;LARANJA;614;;1;
72;CH;96450;B;6;0;;2.30456;1.45544;0.16253;LARANJA - BRAILE;613;;1;
75;CH;96450;B;6;0;;2.30456;1.45544;0.16253;BRANCA;609;;0;
84;CH;96450;B;6;0;;2.30456;1.45544;0.16253;AMARELA;608;;0;
59;CH;96450;B;6;0;;2.30456;1.45544;0.16253;AZUL;607;;0;
72;CH;96450;B;6;0;;2.30456;1.45544;0.16253;ROSA;610;;0;
169;MT;96515;A;29;0;;1.86413;1.14531;0.1189;LARANJA;634;;1;
169;MT;96515;A;29;0;;1.86413;1.14531;0.1189;LARANJA - BRAILE;633;;1;
161;MT;96515;A;29;0;;1.86413;1.14531;0.1189;CINZA;630;;0;
150;MT;96515;A;29;0;;1.86413;1.14531;0.1189;AMARELA;628;;0;
147;MT;96515;A;29;0;;1.86413;1.14531;0.1189;AZUL;627;;0;
169;MT;96515;A;29;0;;1.86413;1.14531;0.1189;ROSA;629;;0;
169;MT;96515;A;29;0;;1.86413;1.14531;0.1189;ROSA;669;;0;
169;MT;96515;A;29;0;;1.86413;1.14531;0.1189;LARANJA;674;;1;
169;MT;96515;A;29;0;;1.86413;1.14531;0.1189;LARANJA - BRAILE;673;;1;
161;MT;96515;A;29;0;;1.86413;1.14531;0.1189;CINZA;670;;0;
150;MT;96515;A;29;0;;1.86413;1.14531;0.1189;AMARELA;668;;0;
147;MT;96515;A;29;0;;1.86413;1.14531;0.1189;AZUL;667;;0;
50;CH;96567;D;26;0;;1.4022;1.65729;0.24248;ROSA;690;;0;
84;CH;96567;D;26;0;;1.4022;1.65729;0.24248;BRANCA;689;;0;
66;CH;96567;D;26;0;;1.4022;1.65729;0.24248;AZUL;687;;0;
83;CH;96567;D;26;0;;1.4022;1.65729;0.24248;AMARELA;688;;0;
16;LC;96814;D;11;0;;1.70534;0.36247;0.17758;VERDE;585;;1;
16;LC;96814;D;11;0;;1.70534;0.36247;0.17758;LARANJA;584;;1;
23;LC;96814;D;11;0;;1.70534;0.36247;0.17758;AMARELA;578;;0;
16;LC;96814;D;11;0;;1.70534;0.36247;0.17758;LARANJA - BRAILE;583;;1;
33;LC;96814;D;11;0;;1.70534;0.36247;0.17758;BRANCA;580;;0;
36;LC;96814;D;11;0;;1.70534;0.36247;0.17758;AZUL;577;;0;
16;LC;96814;D;11;0;;1.70534;0.36247;0.17758;ROSA;579;;0;
4;LC;96837;B;7;0;;1.56717;1.20776;0.13793;ROSA;694;1;0;1
2;LC;96837;B;7;0;;1.56717;1.20776;0.13793;BRANCA;693;1;0;1
1;LC;96837;B;7;0;;1.56717;1.20776;0.13793;AMARELA;692;1;0;1
3;LC;96837;B;7;0;;1.56717;1.20776;0.13793;AZUL;691;1;0;1
43;LC;96861;E;17;0;;2.41993;1.10401;0.14865;VERDE;585;;1;
43;LC;96861;E;17;0;;2.41993;1.10401;0.14865;LARANJA;584;;1;
45;LC;96861;E;17;0;;2.41993;1.10401;0.14865;AMARELA;578;;0;
43;LC;96861;E;17;0;;2.41993;1.10401;0.14865;LARANJA - BRAILE;583;;1;
11;LC;96861;E;17;0;;2.41993;1.10401;0.14865;BRANCA;580;;0;
16;LC;96861;E;17;0;;2.41993;1.10401;0.14865;AZUL;577;;0;
43;LC;96861;E;17;0;;2.41993;1.10401;0.14865;ROSA;579;;0;
80;CH;96862;C;8;0;;1.63287;0.03107;0.24461;ROSA;690;;0;
47;CH;96862;C;8;0;;1.63287;0.03107;0.24461;BRANCA;689;;0;
69;CH;96862;C;8;0;;1.63287;0.03107;0.24461;AZUL;687;;0;
53;CH;96862;C;8;0;;1.63287;0.03107;0.24461;AMARELA;688;;0;
74;CH;96883;A;26;0;;2.73973;0.99387;0.26428;LARANJA;574;;1;
74;CH;96883;A;26;0;;2.73973;0.99387;0.26428;ROSA;570;;0;
50;CH;96883;A;26;0;;2.73973;0.99387;0.26428;BRANCA;569;;0;
83;CH;96883;A;26;0;;2.73973;0.99387;0.26428;AMARELA;568;;0;
74;CH;96883;A;26;0;;2.73973;0.99387;0.26428;LARANJA - BRAILE;573;;1;
82;CH;96883;A;26;0;;2.73973;0.99387;0.26428;AZUL;567;;0;
74;CH;96883;A;26;0;;2.73973;0.99387;0.26428;VERDE;575;;1;
167;MT;96941;A;17;0;;2.87223;1.07147;0.0781;LARANJA;634;;1;
167;MT;96941;A;17;0;;2.87223;1.07147;0.0781;LARANJA - BRAILE;633;;1;
159;MT;96941;A;17;0;;2.87223;1.07147;0.0781;CINZA;630;;0;
148;MT;96941;A;17;0;;2.87223;1.07147;0.0781;AMARELA;628;;0;
145;MT;96941;A;17;0;;2.87223;1.07147;0.0781;AZUL;627;;0;
167;MT;96941;A;17;0;;2.87223;1.07147;0.0781;ROSA;629;;0;
167;MT;96941;A;17;0;;2.87223;1.07147;0.0781;LARANJA;674;;1;
167;MT;96941;A;17;0;;2.87223;1.07147;0.0781;LARANJA - BRAILE;673;;1;
159;MT;96941;A;17;0;;2.87223;1.07147;0.0781;CINZA;670;;0;
148;MT;96941;A;17;0;;2.87223;1.07147;0.0781;AMARELA;668;;0;
145;MT;96941;A;17;0;;2.87223;1.07147;0.0781;AZUL;667;;0;
167;MT;96941;A;17;0;;2.87223;1.07147;0.0781;ROSA;669;;0;
76;CH;96962;A;11;0;;3.20118;1.68738;0.20072;LARANJA;654;;1;
76;CH;96962;A;11;0;;3.20118;1.68738;0.20072;LARANJA - BRAILE;653;;1;
50;CH;96962;A;11;0;;3.20118;1.68738;0.20072;BRANCA;649;;0;
67;CH;96962;A;11;0;;3.20118;1.68738;0.20072;AMARELA;648;;0;
82;CH;96962;A;11;0;;3.20118;1.68738;0.20072;AZUL;647;;0;
76;CH;96962;A;11;0;;3.20118;1.68738;0.20072;ROSA;650;;0;
76;CH;96962;A;11;0;;3.20118;1.68738;0.20072;LARANJA;614;;1;
76;CH;96962;A;11;0;;3.20118;1.68738;0.20072;LARANJA - BRAILE;613;;1;
50;CH;96962;A;11;0;;3.20118;1.68738;0.20072;BRANCA;609;;0;
67;CH;96962;A;11;0;;3.20118;1.68738;0.20072;AMARELA;608;;0;
82;CH;96962;A;11;0;;3.20118;1.68738;0.20072;AZUL;607;;0;
76;CH;96962;A;11;0;;3.20118;1.68738;0.20072;ROSA;610;;0;
62;CH;96990;B;18;0;;2.94852;1.43033;0.19118;ROSA;690;;0;
86;CH;96990;B;18;0;;2.94852;1.43033;0.19118;BRANCA;689;;0;
79;CH;96990;B;18;0;;2.94852;1.43033;0.19118;AZUL;687;;0;
54;CH;96990;B;18;0;;2.94852;1.43033;0.19118;AMARELA;688;;0;
83;CH;97004;D;9;0;;1.96476;1.41435;0.28261;LARANJA;654;;1;
83;CH;97004;D;9;0;;1.96476;1.41435;0.28261;LARANJA - BRAILE;653;;1;
81;CH;97004;D;9;0;;1.96476;1.41435;0.28261;BRANCA;649;;0;
90;CH;97004;D;9;0;;1.96476;1.41435;0.28261;AMARELA;648;;0;
72;CH;97004;D;9;0;;1.96476;1.41435;0.28261;AZUL;647;;0;
83;CH;97004;D;9;0;;1.96476;1.41435;0.28261;ROSA;650;;0;
83;CH;97004;D;9;0;;1.96476;1.41435;0.28261;LARANJA;614;;1;
83;CH;97004;D;9;0;;1.96476;1.41435;0.28261;LARANJA - BRAILE;613;;1;
81;CH;97004;D;9;0;;1.96476;1.41435;0.28261;BRANCA;609;;0;
90;CH;97004;D;9;0;;1.96476;1.41435;0.28261;AMARELA;608;;0;
72;CH;97004;D;9;0;;1.96476;1.41435;0.28261;AZUL;607;;0;
83;CH;97004;D;9;0;;1.96476;1.41435;0.28261;ROSA;610;;0;
137;MT;97008;A;13;0;;1.2573;1.17115;0.13868;LARANJA;634;;1;
137;MT;97008;A;13;0;;1.2573;1.17115;0.13868;LARANJA - BRAILE;633;;1;
149;MT;97008;A;13;0;;1.2573;1.17115;0.13868;CINZA;630;;0;
156;MT;97008;A;13;0;;1.2573;1.17115;0.13868;AMARELA;628;;0;
178;MT;97008;A;13;0;;1.2573;1.17115;0.13868;AZUL;627;;0;
137;MT;97008;A;13;0;;1.2573;1.17115;0.13868;ROSA;629;;0;
178;MT;97008;A;13;0;;1.2573;1.17115;0.13868;AZUL;667;;0;
137;MT;97008;A;13;0;;1.2573;1.17115;0.13868;LARANJA;674;;1;
137;MT;97008;A;13;0;;1.2573;1.17115;0.13868;LARANJA - BRAILE;673;;1;
149;MT;97008;A;13;0;;1.2573;1.17115;0.13868;CINZA;670;;0;
156;MT;97008;A;13;0;;1.2573;1.17115;0.13868;AMARELA;668;;0;
137;MT;97008;A;13;0;;1.2573;1.17115;0.13868;ROSA;669;;0;
74;CH;97115;A;7;0;;2.18125;0.87835;0.25262;LARANJA;654;;1;
74;CH;97115;A;7;0;;2.18125;0.87835;0.25262;LARANJA - BRAILE;653;;1;
77;CH;97115;A;7;0;;2.18125;0.87835;0.25262;BRANCA;649;;0;
86;CH;97115;A;7;0;;2.18125;0.87835;0.25262;AMARELA;648;;0;
61;CH;97115;A;7;0;;2.18125;0.87835;0.25262;AZUL;647;;0;
74;CH;97115;A;7;0;;2.18125;0.87835;0.25262;ROSA;650;;0;
61;CH;97115;A;7;0;;2.18125;0.87835;0.25262;AZUL;607;;0;
74;CH;97115;A;7;0;;2.18125;0.87835;0.25262;LARANJA;614;;1;
74;CH;97115;A;7;0;;2.18125;0.87835;0.25262;LARANJA - BRAILE;613;;1;
77;CH;97115;A;7;0;;2.18125;0.87835;0.25262;BRANCA;609;;0;
86;CH;97115;A;7;0;;2.18125;0.87835;0.25262;AMARELA;608;;0;
74;CH;97115;A;7;0;;2.18125;0.87835;0.25262;ROSA;610;;0;
70;CH;97128;C;5;0;;2.78782;1.48321;0.23155;ROSA;690;;0;
90;CH;97128;C;5;0;;2.78782;1.48321;0.23155;BRANCA;689;;0;
84;CH;97128;C;5;0;;2.78782;1.48321;0.23155;AZUL;687;;0;
64;CH;97128;C;5;0;;2.78782;1.48321;0.23155;AMARELA;688;;0;
109;CN;97295;D;8;0;;2.84243;1.82983;0.21;CINZA;679;;0;
122;CN;97295;D;8;0;;2.84243;1.82983;0.21;AMARELA;678;;0;
131;CN;97295;D;8;0;;2.84243;1.82983;0.21;AZUL;677;;0;
96;CN;97295;D;8;0;;2.84243;1.82983;0.21;ROSA;680;;0;
109;CN;97295;D;8;0;;2.84243;1.82983;0.21;CINZA;639;;0;
122;CN;97295;D;8;0;;2.84243;1.82983;0.21;AMARELA;638;;0;
131;CN;97295;D;8;0;;2.84243;1.82983;0.21;AZUL;637;;0;
96;CN;97295;D;8;0;;2.84243;1.82983;0.21;ROSA;640;;0;
77;CH;97386;E;19;0;;1.47459;0.95538;0.14413;LARANJA;654;;1;
77;CH;97386;E;19;0;;1.47459;0.95538;0.14413;LARANJA - BRAILE;653;;1;
51;CH;97386;E;19;0;;1.47459;0.95538;0.14413;BRANCA;649;;0;
68;CH;97386;E;19;0;;1.47459;0.95538;0.14413;AMARELA;648;;0;
83;CH;97386;E;19;0;;1.47459;0.95538;0.14413;AZUL;647;;0;
77;CH;97386;E;19;0;;1.47459;0.95538;0.14413;ROSA;650;;0;
77;CH;97386;E;19;0;;1.47459;0.95538;0.14413;LARANJA;614;;1;
77;CH;97386;E;19;0;;1.47459;0.95538;0.14413;LARANJA - BRAILE;613;;1;
51;CH;97386;E;19;0;;1.47459;0.95538;0.14413;BRANCA;609;;0;
68;CH;97386;E;19;0;;1.47459;0.95538;0.14413;AMARELA;608;;0;
83;CH;97386;E;19;0;;1.47459;0.95538;0.14413;AZUL;607;;0;
77;CH;97386;E;19;0;;1.47459;0.95538;0.14413;ROSA;610;;0;
130;CN;97395;D;24;0;;2.68201;1.56617;0.20028;LARANJA;684;;1;
130;CN;97395;D;24;0;;2.68201;1.56617;0.20028;LARANJA - BRAILE;683;;1;
104;CN;97395;D;24;0;;2.68201;1.56617;0.20028;CINZA;679;;0;
132;CN;97395;D;24;0;;2.68201;1.56617;0.20028;AMARELA;678;;0;
93;CN;97395;D;24;0;;2.68201;1.56617;0.20028;AZUL;677;;0;
130;CN;97395;D;24;0;;2.68201;1.56617;0.20028;ROSA;680;;0;
130;CN;97395;D;24;0;;2.68201;1.56617;0.20028;LARANJA;644;;1;
130;CN;97395;D;24;0;;2.68201;1.56617;0.20028;LARANJA - BRAILE;643;;1;
104;CN;97395;D;24;0;;2.68201;1.56617;0.20028;CINZA;639;;0;
132;CN;97395;D;24;0;;2.68201;1.56617;0.20028;AMARELA;638;;0;
93;CN;97395;D;24;0;;2.68201;1.56617;0.20028;AZUL;637;;0;
130;CN;97395;D;24;0;;2.68201;1.56617;0.20028;ROSA;640;;0;
94;CN;97433;D;24;0;;4.08622;0.79238;0.29966;CINZA;679;;0;
126;CN;97433;D;24;0;;4.08622;0.79238;0.29966;AMARELA;678;;0;
103;CN;97433;D;24;0;;4.08622;0.79238;0.29966;AZUL;677;;0;
108;CN;97433;D;24;0;;4.08622;0.79238;0.29966;ROSA;680;;0;
94;CN;97433;D;24;0;;4.08622;0.79238;0.29966;CINZA;639;;0;
126;CN;97433;D;24;0;;4.08622;0.79238;0.29966;AMARELA;638;;0;
103;CN;97433;D;24;0;;4.08622;0.79238;0.29966;AZUL;637;;0;
108;CN;97433;D;24;0;;4.08622;0.79238;0.29966;ROSA;640;;0;
130;CN;97512;E;18;0;;1.45425;1.67689;0.14048;LARANJA - BRAILE;603;;1;
92;CN;97512;E;18;0;;1.45425;1.67689;0.14048;AMARELA;598;;0;
106;CN;97512;E;18;0;;1.45425;1.67689;0.14048;CINZA;599;;0;
109;CN;97512;E;18;0;;1.45425;1.67689;0.14048;AZUL;597;;0;
130;CN;97512;E;18;0;;1.45425;1.67689;0.14048;ROSA;600;;0;
130;CN;97512;E;18;0;;1.45425;1.67689;0.14048;VERDE;605;;1;
130;CN;97512;E;18;0;;1.45425;1.67689;0.14048;LARANJA;604;;1;
120;CN;97662;C;29;0;;2.0925;1.11496;0.21543;ROSA;701;;0;
124;CN;97662;C;29;0;;2.0925;1.11496;0.21543;CINZA;702;;0;
111;CN;97662;C;29;0;;2.0925;1.11496;0.21543;AZUL;699;;0;
94;CN;97662;C;29;0;;2.0925;1.11496;0.21543;AMARELA;700;;0;
49;CH;97802;D;13;0;;4.24591;1.42264;0.16531;ROSA;690;;0;
55;CH;97802;D;13;0;;4.24591;1.42264;0.16531;BRANCA;689;;0;
56;CH;97802;D;13;0;;4.24591;1.42264;0.16531;AZUL;687;;0;
86;CH;97802;D;13;0;;4.24591;1.42264;0.16531;AMARELA;688;;0;
101;CN;97821;C;11;0;;2.97781;1.28464;0.13138;ROSA;701;;0;
95;CN;97821;C;11;0;;2.97781;1.28464;0.13138;CINZA;702;;0;
96;CN;97821;C;11;0;;2.97781;1.28464;0.13138;AZUL;699;;0;
109;CN;97821;C;11;0;;2.97781;1.28464;0.13138;AMARELA;700;;0;
122;CN;97904;D;5;0;;3.12821;1.7187;0.17935;ROSA;701;;0;
103;CN;97904;D;5;0;;3.12821;1.7187;0.17935;CINZA;702;;0;
91;CN;97904;D;5;0;;3.12821;1.7187;0.17935;AZUL;699;;0;
92;CN;97904;D;5;0;;3.12821;1.7187;0.17935;AMARELA;700;;0;
68;CH;97921;D;13;0;;2.47383;1.93941;0.21114;LARANJA;654;;1;
68;CH;97921;D;13;0;;2.47383;1.93941;0.21114;LARANJA - BRAILE;653;;1;
54;CH;97921;D;13;0;;2.47383;1.93941;0.21114;BRANCA;649;;0;
76;CH;97921;D;13;0;;2.47383;1.93941;0.21114;AMARELA;648;;0;
46;CH;97921;D;13;0;;2.47383;1.93941;0.21114;AZUL;647;;0;
68;CH;97921;D;13;0;;2.47383;1.93941;0.21114;ROSA;650;;0;
68;CH;97921;D;13;0;;2.47383;1.93941;0.21114;LARANJA;614;;1;
68;CH;97921;D;13;0;;2.47383;1.93941;0.21114;LARANJA - BRAILE;613;;1;
54;CH;97921;D;13;0;;2.47383;1.93941;0.21114;BRANCA;609;;0;
76;CH;97921;D;13;0;;2.47383;1.93941;0.21114;AMARELA;608;;0;
46;CH;97921;D;13;0;;2.47383;1.93941;0.21114;AZUL;607;;0;
68;CH;97921;D;13;0;;2.47383;1.93941;0.21114;ROSA;610;;0;
68;CH;97979;B;30;0;;1.63948;3.22867;0.14221;BRANCA;569;;0;
58;CH;97979;B;30;0;;1.63948;3.22867;0.14221;VERDE;575;;1;
58;CH;97979;B;30;0;;1.63948;3.22867;0.14221;ROSA;570;;0;
77;CH;97979;B;30;0;;1.63948;3.22867;0.14221;AMARELA;568;;0;
58;CH;97979;B;30;0;;1.63948;3.22867;0.14221;LARANJA;574;;1;
58;CH;97979;B;30;0;;1.63948;3.22867;0.14221;LARANJA - BRAILE;573;;1;
67;CH;97979;B;30;0;;1.63948;3.22867;0.14221;AZUL;567;;0;
32;LC;97981;B;16;0;;3.01487;-0.03677;0.18568;LARANJA - BRAILE;663;;1;
20;LC;97981;B;16;0;;3.01487;-0.03677;0.18568;BRANCA;660;;0;
24;LC;97981;B;16;0;;3.01487;-0.03677;0.18568;AMARELA;658;;0;
9;LC;97981;B;16;0;;3.01487;-0.03677;0.18568;AZUL;657;;0;
32;LC;97981;B;16;0;;3.01487;-0.03677;0.18568;ROSA;659;;0;
32;LC;97981;B;16;0;;3.01487;-0.03677;0.18568;LARANJA;624;;1;
32;LC;97981;B;16;0;;3.01487;-0.03677;0.18568;LARANJA - BRAILE;623;;1;
20;LC;97981;B;16;0;;3.01487;-0.03677;0.18568;BRANCA;620;;0;
24;LC;97981;B;16;0;;3.01487;-0.03677;0.18568;AMARELA;618;;0;
9;LC;97981;B;16;0;;3.01487;-0.03677;0.18568;AZUL;617;;0;
32;LC;97981;B;16;0;;3.01487;-0.03677;0.18568;ROSA;619;;0;
32;LC;97981;B;16;0;;3.01487;-0.03677;0.18568;LARANJA;664;;1;
5;LC;98143;E;8;0;;1.81272;2.02318;0.12074;VERDE;585;0;1;
5;LC;98143;E;8;0;;1.81272;2.02318;0.12074;LARANJA;584;0;1;
3;LC;98143;E;8;0;;1.81272;2.02318;0.12074;AMARELA;578;0;0;
5;LC;98143;E;8;0;;1.81272;2.02318;0.12074;LARANJA - BRAILE;583;0;1;
3;LC;98143;E;8;0;;1.81272;2.02318;0.12074;BRANCA;580;0;0;
3;LC;98143;E;8;0;;1.81272;2.02318;0.12074;AZUL;577;0;0;
5;LC;98143;E;8;0;;1.81272;2.02318;0.12074;ROSA;579;0;0;
62;CH;98153;B;21;0;;2.17784;1.21931;0.26503;VERDE;575;;1;
53;CH;98153;B;21;0;;2.17784;1.21931;0.26503;BRANCA;569;;0;
62;CH;98153;B;21;0;;2.17784;1.21931;0.26503;LARANJA;574;;1;
62;CH;98153;B;21;0;;2.17784;1.21931;0.26503;LARANJA - BRAILE;573;;1;
46;CH;98153;B;21;0;;2.17784;1.21931;0.26503;AMARELA;568;;0;
85;CH;98153;B;21;0;;2.17784;1.21931;0.26503;AZUL;567;;0;
62;CH;98153;B;21;0;;2.17784;1.21931;0.26503;ROSA;570;;0;
89;CH;98196;A;14;0;;5.39524;0.91499;0.18931;ROSA;690;;0;
87;CH;98196;A;14;0;;5.39524;0.91499;0.18931;BRANCA;689;;0;
86;CH;98196;A;14;0;;5.39524;0.91499;0.18931;AZUL;687;;0;
77;CH;98196;A;14;0;;5.39524;0.91499;0.18931;AMARELA;688;;0;
121;CN;98228;D;13;0;;1.57481;1.65344;0.22044;AMARELA;598;;0;
104;CN;98228;D;13;0;;1.57481;1.65344;0.22044;CINZA;599;;0;
125;CN;98228;D;13;0;;1.57481;1.65344;0.22044;AZUL;597;;0;
115;CN;98228;D;13;0;;1.57481;1.65344;0.22044;ROSA;600;;0;
115;CN;98228;D;13;0;;1.57481;1.65344;0.22044;VERDE;605;;1;
98;CN;98244;C;2;0;;2.04458;2.44749;0.28018;ROSA;701;;0;
129;CN;98244;C;2;0;;2.04458;2.44749;0.28018;CINZA;702;;0;
117;CN;98244;C;2;0;;2.04458;2.44749;0.28018;AZUL;699;;0;
126;CN;98244;C;2;0;;2.04458;2.44749;0.28018;AMARELA;700;;0;
39;LC;98289;A;28;0;;2.69072;0.55491;0.2156;LARANJA - BRAILE;663;;1;
30;LC;98289;A;28;0;;2.69072;0.55491;0.2156;BRANCA;660;;0;
31;LC;98289;A;28;0;;2.69072;0.55491;0.2156;AMARELA;658;;0;
36;LC;98289;A;28;0;;2.69072;0.55491;0.2156;AZUL;657;;0;
39;LC;98289;A;28;0;;2.69072;0.55491;0.2156;ROSA;659;;0;
39;LC;98289;A;28;0;;2.69072;0.55491;0.2156;LARANJA;624;;1;
39;LC;98289;A;28;0;;2.69072;0.55491;0.2156;LARANJA - BRAILE;623;;1;
30;LC;98289;A;28;0;;2.69072;0.55491;0.2156;BRANCA;620;;0;
31;LC;98289;A;28;0;;2.69072;0.55491;0.2156;AMARELA;618;;0;
36;LC;98289;A;28;0;;2.69072;0.55491;0.2156;AZUL;617;;0;
39;LC;98289;A;28;0;;2.69072;0.55491;0.2156;ROSA;619;;0;
39;LC;98289;A;28;0;;2.69072;0.55491;0.2156;LARANJA;664;;1;
10;LC;98326;C;17;0;;1.59329;1.17121;0.16719;AMARELA;692;;0;0
44;LC;98326;C;17;0;;1.59329;1.17121;0.16719;AZUL;691;;0;0
41;LC;98326;C;17;0;;1.59329;1.17121;0.16719;ROSA;694;;0;1
22;LC;98326;C;17;0;;1.59329;1.17121;0.16719;BRANCA;693;;0;1
32;LC;98326;C;17;0;;1.59329;1.17121;0.16719;AMARELA;692;;0;1
23;LC;98326;C;17;0;;1.59329;1.17121;0.16719;AZUL;691;;0;1
33;LC;98326;C;17;0;;1.59329;1.17121;0.16719;ROSA;694;;0;0
20;LC;98326;C;17;0;;1.59329;1.17121;0.16719;BRANCA;693;;0;0
136;MT;111417;D;17;0;;1.2699;0.10918;0.19918;LARANJA;634;;1;
136;MT;111417;D;17;0;;1.2699;0.10918;0.19918;LARANJA - BRAILE;633;;1;
148;MT;111417;D;17;0;;1.2699;0.10918;0.19918;CINZA;630;;0;
155;MT;111417;D;17;0;;1.2699;0.10918;0.19918;AMARELA;628;;0;
177;MT;111417;D;17;0;;1.2699;0.10918;0.19918;AZUL;627;;0;
